,$\gamma^\mathrm{risk}$,$\gamma^\mathrm{trade}$,$\gamma^\mathrm{hold}$,Return,Risk,is_pareto
149,10,8,100,17.1189,10.3934,False
150,0.1,5.5,0.1,18.284,10.0993,False
151,0.1,5.5,1,20.6019,9.93925,False
152,0.17782,5.5,0.1,18.253,9.93014,False
153,0.17782,5.5,1,20.4166,9.76651,False
154,0.1,6,0.1,16.1296,9.76354,False
155,0.31624,5.5,0.1,18.1902,9.67384,False
156,0.1,6,1,18.9665,9.66644,False
157,0.17782,6,0.1,16.1181,9.59286,False
158,0.31624,5.5,1,20.1306,9.50864,False
159,0.1,6.5,0.1,14.411,9.49011,False
160,0.17782,6,1,18.7388,9.48057,False
161,0.1,6.5,1,17.5557,9.40846,False
162,0.31624,6,0.1,16.1004,9.3358,False
163,0.562,5.5,0.1,18.0924,9.31449,False
164,0.17782,6.5,0.1,14.3528,9.31221,False
165,0.1,8,1,14.1696,9.2862,False
166,0.1,7,1,16.1866,9.28575,False
167,18,5.5,1000,16.684,9.25758,False
168,0.1,7.5,1,15.2164,9.25084,False
169,18,5.5,100,16.7394,9.24701,False
170,0.31624,6,1,18.4415,9.20473,False
171,0.17782,6.5,1,17.2565,9.19963,False
172,0.1,7,0.1,12.8625,9.17292,False
173,0.562,5.5,1,19.75,9.15576,False
174,6,5.5,10,21.434,9.12764,True
175,6,8,10,15.7782,9.11048,False
176,6,6,10,20.5359,9.0788,True
177,6,7.5,10,16.6693,9.06933,False
178,0.17782,7,1,15.846,9.05147,False
179,6,6.5,10,19.4107,9.05144,True
180,0.31624,6.5,0.1,14.295,9.04938,False
181,6,7,10,17.9959,9.04808,False
182,0.17782,7,0.1,12.816,8.99026,False
183,0.562,6,0.1,16.0697,8.97776,False
184,0.17782,7.5,1,14.7631,8.9734,False
185,0.17782,8,1,13.6784,8.97285,False
186,0.1,7.5,0.1,11.4332,8.96972,False
187,0.31624,6.5,1,16.8259,8.90265,False
188,1,5.5,0.1,17.9195,8.85728,False
189,0.562,6,1,18.0174,8.83593,False
190,0.17782,7.5,0.1,11.3458,8.78576,False
191,18,6,1000,15.8352,8.76338,False
192,18,6,100,15.8731,8.75586,False
193,0.31624,7,0.1,12.7314,8.73053,False
194,0.31624,7,1,15.3921,8.72706,False
195,0.1,8,0.1,10.0659,8.72481,False
196,1,5.5,1,19.2246,8.71727,True
197,0.562,6.5,0.1,14.2383,8.69035,False
198,0.31624,7.5,1,14.1193,8.59141,False
199,0.31624,8,1,12.9666,8.56694,False
200,0.17782,8,0.1,9.92133,8.54261,False
201,0.562,6.5,1,16.2988,8.5338,False
202,1,6,0.1,15.9876,8.52457,False
203,0.31624,7.5,0.1,11.2095,8.52094,False
204,1,6,1,17.4866,8.39275,False
205,0.562,7,0.1,12.5686,8.38955,False
206,0.562,7,1,14.7906,8.32544,False
207,18,6.5,1000,15.0216,8.32199,False
208,18,6.5,100,15.047,8.31677,False
209,0.31624,8,0.1,9.73423,8.28226,False
210,1,6.5,0.1,14.1591,8.25408,False
211,2,5.5,0.1,17.5299,8.22296,False
212,0.562,7.5,0.1,11.0304,8.16521,False
213,0.562,7.5,1,13.374,8.14407,False
214,2,5.5,1,18.4252,8.11918,False
215,1,6.5,1,15.7466,8.11412,False
216,0.562,8,1,12.1253,8.07654,False
217,1,7,0.1,12.3784,7.97478,False
218,0.562,8,0.1,9.47985,7.94972,False
219,18,7,1000,14.266,7.92128,False
220,18,7,100,14.2818,7.91768,False
221,2,6,0.1,15.6745,7.90601,False
222,1,7,1,14.1165,7.87668,False
223,3,5.5,0.1,17.068,7.83205,False
224,2,6,1,16.7139,7.81416,False
225,3,5.5,1,17.8209,7.75006,False
226,1,7.5,0.1,10.8369,7.74586,False
227,1,7.5,1,12.6171,7.68772,False
228,2,6.5,0.1,13.9145,7.6692,False
229,10,5.5,10,18.6256,7.66474,True
230,2,6.5,1,14.9808,7.56569,False
231,1,8,1,11.2801,7.56391,False
232,10,6,10,17.7015,7.56081,True
233,18,7.5,1000,13.531,7.55469,False
234,1,8,0.1,9.268,7.55246,False
235,18,7.5,100,13.5401,7.55231,False
236,3,6,0.1,15.2745,7.53105,False
237,3,6,1,16.0853,7.4632,False
238,10,6.5,10,16.6953,7.44594,True
239,2,7,0.1,12.1233,7.43469,False
240,10,7,10,15.5858,7.35624,False
241,2,7,1,13.2627,7.34115,False
242,3,6.5,0.1,13.6405,7.30967,False
243,10,7.5,10,14.2002,7.29973,False
244,10,8,10,13.0968,7.28692,False
245,3,6.5,1,14.4729,7.23378,False
246,18,8,1000,12.7948,7.22709,False
247,18,8,100,12.8001,7.22542,False
248,2,7.5,0.1,10.5792,7.21436,False
249,6,5.5,0.1,15.883,7.1512,False
250,2,7.5,1,11.7493,7.14769,False
251,3,7,0.1,11.903,7.10505,False
252,6,5.5,1,16.3584,7.10076,True
253,2,8,0.1,8.9563,7.04707,False
254,3,7,1,12.7976,7.02869,False
255,2,8,1,10.3386,6.99093,False
256,3,7.5,0.1,10.4111,6.89804,False
257,6,6,0.1,14.3441,6.89483,False
258,6,6,1,14.873,6.85555,False
259,3,7.5,1,11.311,6.83578,False
260,3,8,0.1,8.76506,6.73853,False
261,6,6.5,0.1,12.8458,6.69276,False
262,3,8,1,9.81959,6.68112,False
263,6,6.5,1,13.4047,6.65029,False
264,10,5.5,0.1,14.7818,6.63931,False
265,10,5.5,1,15.0986,6.61229,False
266,18,5.5,10,15.891,6.52928,True
267,6,7,0.1,11.3642,6.52921,False
268,6,7,1,11.9337,6.48054,False
269,10,6,0.1,13.3451,6.42286,False
270,10,6,1,13.7175,6.39115,False
271,18,6,10,14.8429,6.39055,True
272,6,7.5,0.1,9.9188,6.35223,False
273,32,5.5,1000,12.3913,6.32278,False
274,6,7.5,1,10.4572,6.31386,False
275,32,5.5,100,12.4896,6.31212,False
276,18,6.5,10,13.9563,6.26019,True
277,10,6.5,0.1,12.0374,6.23439,False
278,6,8,0.1,8.34894,6.21577,False
279,10,6.5,1,12.4367,6.20743,False
280,6,8,1,9.02372,6.17249,False
281,18,7,10,13.1071,6.10692,False
282,10,7,0.1,10.7554,6.08581,False
283,10,7,1,11.1582,6.05378,False
284,18,5.5,0.1,13.353,6.03426,False
285,18,5.5,1,13.5598,6.02334,True
286,18,7.5,10,11.9064,6.00422,False
287,32,6,1000,11.5803,5.99343,False
288,32,6,100,11.6427,5.98654,False
289,10,7.5,0.1,9.39288,5.93467,False
290,18,8,10,10.9154,5.92403,False
291,10,7.5,1,9.80401,5.90623,False
292,18,6,0.1,11.9719,5.85243,False
293,18,6,1,12.232,5.83923,False
294,10,8,0.1,8.01573,5.80213,False
295,10,8,1,8.48864,5.77803,False
296,32,6.5,1000,10.8758,5.70407,False
297,32,5.5,10,13.419,5.70148,True
298,32,6.5,100,10.9176,5.69926,False
299,18,6.5,0.1,10.9319,5.68723,False
300,18,6.5,1,11.2102,5.67177,False
301,18,7,0.1,9.84494,5.56253,False
302,32,6,10,12.6314,5.55357,True
303,18,7,1,10.0982,5.54549,False
304,32,5.5,0.1,11.7093,5.4577,False
305,32,5.5,1,11.8698,5.45222,True
306,32,7,1000,10.3102,5.43753,False
307,32,7,100,10.3388,5.43415,False
308,18,7.5,0.1,8.68998,5.42821,False
309,18,7.5,1,8.98582,5.41337,False
310,32,6.5,10,11.7156,5.41034,True
311,18,8,0.1,7.40974,5.30614,False
312,32,6,0.1,10.606,5.29374,False
313,18,8,1,7.70097,5.28808,False
314,32,6,1,10.7881,5.28765,False
315,32,7,10,10.8535,5.25826,False
316,32,7.5,1000,9.7849,5.19577,False
317,32,7.5,100,9.80488,5.1932,False
318,32,6.5,0.1,9.75088,5.14608,False
319,32,6.5,1,9.93128,5.13816,False
320,32,7.5,10,9.95869,5.13585,False
321,56,5.5,10,11.3588,5.03602,True
322,32,7,0.1,8.80756,5.02837,False
323,32,7,1,8.98753,5.02133,False
324,32,8,10,9.08915,4.99971,False
325,32,8,1000,9.29754,4.97421,False
326,32,8,100,9.31073,4.97226,False
327,56,5.5,0.1,10.2195,4.93195,False
328,56,5.5,1,10.3243,4.92778,False
329,32,7.5,0.1,7.79749,4.91875,False
330,32,7.5,1,7.99324,4.90967,False
331,56,6,10,10.6661,4.87442,True
332,32,8,0.1,6.59251,4.803,False
333,32,8,1,6.8267,4.78859,False
334,56,6,0.1,9.24153,4.76517,False
335,56,6,1,9.35925,4.76144,False
336,56,6.5,10,9.97322,4.72155,True
337,56,6.5,0.1,8.55337,4.62257,False
338,56,6.5,1,8.69622,4.6192,False
339,56,7,10,9.02601,4.59243,False
340,56,7,0.1,7.76006,4.52229,False
341,56,7,1,7.88508,4.51769,False
342,100,5.5,10,9.76492,4.45827,True
343,56,7.5,10,8.26859,4.45054,False
344,56,7.5,0.1,6.77402,4.42721,False
345,56,7.5,1,6.92099,4.4232,False
346,100,5.5,0.1,8.97981,4.41739,False
347,100,5.5,1,9.05561,4.41354,False
348,56,8,0.1,5.83836,4.32093,False
349,56,8,1,6.02171,4.31313,False
350,56,5.5,1000,9.32551,4.3116,False
351,56,5.5,100,9.49724,4.30256,True
352,56,8,10,7.67034,4.29521,False
353,100,6,10,8.95984,4.27119,True
354,100,6,0.1,8.06266,4.25526,False
355,100,6,1,8.13786,4.25133,False
356,100,6.5,0.1,7.31134,4.11772,False
357,100,6.5,1,7.40216,4.11444,False
358,100,6.5,10,8.20473,4.10105,False
359,56,6,1000,8.71632,4.0712,False
360,56,6,100,8.83145,4.06487,True
361,100,7,0.1,6.6798,4.01675,False
362,100,7,1,6.76703,4.01356,False
363,100,7,10,7.64395,3.95287,False
364,100,7.5,0.1,5.88215,3.93268,False
365,178,5.5,0.1,7.70659,3.92868,False
366,178,5.5,1,7.7697,3.9249,False
367,100,7.5,1,5.97741,3.92438,False
368,178,5.5,10,8.39982,3.89091,True
369,56,6.5,1000,8.15955,3.86288,False
370,56,6.5,100,8.23548,3.85835,True
371,100,8,0.1,5.05738,3.83574,False
372,100,8,1,5.18353,3.82216,False
373,100,7.5,10,7.00908,3.78241,False
374,178,6,0.1,6.89531,3.7778,False
375,178,6,1,6.95171,3.77312,False
376,178,6,10,7.71365,3.69298,True
377,56,7,1000,7.63185,3.68652,False
378,56,7,100,7.68108,3.6836,True
379,178,6.5,0.1,6.20513,3.6584,False
380,178,6.5,1,6.26125,3.6524,False
381,100,8,10,6.41912,3.59347,False
382,178,7,0.1,5.55462,3.5391,False
383,178,7,1,5.61956,3.53036,False
384,56,7.5,1000,7.12937,3.52803,False
385,56,7.5,100,7.16245,3.52574,False
386,178,6.5,10,7.09079,3.46173,False
387,316,5.5,0.1,6.38455,3.46116,False
388,316,5.5,1,6.44566,3.45426,False
389,178,7.5,0.1,4.88103,3.45185,False
390,178,7.5,1,4.95577,3.43797,False
391,56,8,1000,6.69202,3.38284,False
392,56,8,100,6.71455,3.38107,False
393,178,8,0.1,4.20854,3.37165,False
394,178,8,1,4.28387,3.35206,False
395,316,6,0.1,5.73166,3.32247,False
396,316,6,1,5.76737,3.30841,False
397,178,7,10,6.62655,3.2382,False
398,316,6.5,0.1,5.07209,3.19385,False
399,316,6.5,1,5.15301,3.17344,False
400,316,5.5,10,7.27465,3.15942,True
401,316,7,0.1,4.54162,3.07719,False
402,316,7,1,4.65002,3.05194,False
403,178,7.5,10,6.06147,3.02976,False
404,316,7.5,0.1,3.95562,2.98328,False
405,316,7.5,1,4.09661,2.94502,False
406,316,6,10,6.80823,2.90327,False
407,562,5.5,0.1,5.33247,2.89494,False
408,316,8,0.1,3.42747,2.88469,False
409,100,5.5,100,7.07844,2.87732,True
410,100,5.5,1000,6.79751,2.87728,True
411,562,5.5,1,5.44058,2.84789,False
412,316,8,1,3.56201,2.82572,False
413,178,8,10,5.56968,2.81782,False
414,100,6,1000,6.38788,2.7178,False
415,100,6,100,6.5855,2.71619,True
416,562,6,0.1,4.95381,2.70283,False
417,316,6.5,10,6.35836,2.6674,False
418,562,6,1,5.08001,2.64908,False
419,100,6.5,1000,5.99711,2.57271,False
420,100,6.5,100,6.12997,2.57068,False
421,562,6.5,0.1,4.54211,2.52873,False
422,562,6.5,1,4.67867,2.46842,False
423,316,7,10,5.82777,2.45604,False
424,100,7,1000,5.60796,2.44181,False
425,100,7,100,5.69861,2.43984,False
426,562,7,0.1,4.10723,2.37425,False
427,100,7.5,1000,5.23858,2.32726,False
428,100,7.5,100,5.29706,2.32565,False
429,562,5.5,10,6.40087,2.31835,True
430,562,7,1,4.24625,2.30872,False
431,316,7.5,10,5.32148,2.27409,False
432,562,7.5,0.1,3.68891,2.23471,False
433,100,8,1000,4.90214,2.22592,False
434,100,8,100,4.94021,2.22465,False
435,562,7.5,1,3.82121,2.16809,False
436,562,6,10,6.07985,2.11538,True
437,562,8,0.1,3.29832,2.11133,False
438,316,8,10,4.83137,2.11076,False
439,1000,5.5,0.1,4.94573,2.04975,False
440,562,8,1,3.42072,2.04525,False
441,1000,5.5,1,5.03313,2.00772,False
442,562,6.5,10,5.67258,1.94096,True
443,178,5.5,100,5.17465,1.90865,False
444,178,5.5,1000,4.7558,1.89465,False
445,1000,6,0.1,4.69034,1.89448,False
446,1000,6,1,4.77827,1.85455,False
447,178,6,100,4.84261,1.80022,False
448,178,6,1000,4.54488,1.79302,False
449,562,7,10,5.20122,1.79279,False
450,1000,6.5,0.1,4.3495,1.76009,False
451,1000,6.5,1,4.43565,1.72122,False
452,178,6.5,100,4.51141,1.70258,False
453,178,6.5,1000,4.30455,1.69849,False
454,562,7.5,10,4.75258,1.66504,False
455,1000,5.5,10,5.47601,1.64956,True
456,1000,7,0.1,3.97274,1.64371,False
457,178,7,100,4.18407,1.61652,False
458,178,7,1000,4.03966,1.61411,False
459,1000,7,1,4.05548,1.6052,False
460,562,8,10,4.31415,1.55265,False
461,1000,7.5,0.1,3.5889,1.5431,False
462,178,7.5,100,3.90113,1.53948,False
463,178,7.5,1000,3.79945,1.53828,False
464,1000,6,10,5.23844,1.51375,True
465,1000,7.5,1,3.6722,1.50546,False
466,178,8,100,3.62668,1.46888,False
467,178,8,1000,3.56244,1.46831,False
468,1000,8,0.1,3.21763,1.45583,False
469,1000,8,1,3.30002,1.41842,False
470,1000,6.5,10,4.92453,1.39459,True
471,1000,7,10,4.55021,1.29109,True
472,316,5.5,100,3.75154,1.25197,False
473,316,5.5,1000,3.2663,1.22092,False
474,1000,7.5,10,4.17037,1.19982,True
475,316,6,100,3.48259,1.18375,False
476,316,6,1000,3.1033,1.16256,False
477,316,6.5,100,3.24394,1.12204,False
478,1000,8,10,3.8037,1.11992,True
479,316,6.5,1000,2.95574,1.10841,False
480,316,7,100,3.0288,1.06576,True
481,316,7,1000,2.81987,1.05659,False
482,316,7.5,100,2.82901,1.01468,True
483,316,7.5,1000,2.68234,1.00832,False
484,316,8,100,2.62473,0.967497,False
485,316,8,1000,2.52555,0.962466,False
486,562,5.5,100,2.73218,0.815337,True
487,562,5.5,1000,2.2106,0.772185,False
488,562,6,100,2.51511,0.76968,True
489,562,6,1000,2.10943,0.737489,False
490,562,6.5,100,2.32495,0.730194,True
491,562,6.5,1000,2.00422,0.706024,False
492,562,7,100,2.15087,0.695207,True
493,562,7,1000,1.90294,0.676924,False
494,562,7.5,100,1.99765,0.663924,True
495,562,7.5,1000,1.8073,0.649789,False
496,562,8,100,1.86219,0.634515,False
497,562,8,1000,1.72215,0.623289,False
498,1000,5.5,100,1.98814,0.532024,True
499,1000,6,100,1.81802,0.501212,True
500,1000,5.5,1000,1.46206,0.484521,False
501,1000,6.5,100,1.66386,0.474588,True
502,1000,6,1000,1.40088,0.463567,False
503,1000,7,100,1.53035,0.451701,True
504,1000,6.5,1000,1.33589,0.444141,False
505,1000,7.5,100,1.41478,0.431443,True
506,1000,7,1000,1.27266,0.426703,False
507,1000,8,100,1.30857,0.413369,True
508,1000,7.5,1000,1.20962,0.410591,True
509,1000,8,1000,1.15079,0.39566,True
