$\gamma^\mathrm{risk}$,$\gamma^\mathrm{trade}$,$\gamma^\mathrm{hold}$,Return,Risk,is_pareto
0.13053499999999998,7.5136199999999995,134.373,57.28,36.7571,False
0.127685,7.92483,988.069,56.2825,36.7525,False
0.130832,5.90338,553.998,59.7473,36.7521,False
0.107803,5.63912,40.1788,60.2939,36.7476,False
0.130525,6.992210000000001,481.48699999999997,58.4434,36.7457,False
0.13121,5.85995,56.0939,59.8018,36.7444,False
0.13161199999999998,7.02105,838.802,58.3806,36.7439,False
0.133528,7.24413,358.76599999999996,57.9101,36.7424,False
0.13342,7.2986,66.2122,57.793,36.7424,False
0.138458,5.82653,829.03,59.799,36.7419,False
0.135722,7.7030899999999995,398.721,56.775,36.7371,False
0.13358,6.41705,265.73400000000004,59.3275,36.7362,False
0.13583199999999998,6.556310000000001,136.05100000000002,59.216,36.7354,False
0.131047,6.880510000000001,443.24699999999996,58.688,36.7342,False
0.15120799999999998,5.7125699999999995,85.5063,59.9074,36.7323,False
0.13311099999999998,7.93832,355.316,56.2416,36.7318,False
0.13545,5.88799,56.6685,59.7623,36.7309,False
0.137178,6.65296,174.532,59.1114,36.7304,False
0.159425,5.5748,828.21,60.0779,36.7288,False
0.138754,7.4749300000000005,284.026,57.3735,36.7271,False
0.138853,7.6735,719.188,56.8464,36.7268,False
0.138847,7.61832,56.035,56.9987,36.7211,False
0.138705,6.766960000000001,84.9375,58.9044,36.7183,False
0.136994,7.03265,53.9378,58.3574,36.7174,False
0.142996,6.582210000000001,169.74900000000002,59.1745,36.7145,False
0.140601,6.18923,153.852,59.4731,36.7097,False
0.138103,7.9807,281.064,56.1355,36.7095,False
0.16911099999999998,5.5328,223.826,60.1167,36.7067,False
0.128883,5.95491,45.4817,59.7585,36.7024,False
0.140174,6.492319999999999,51.3359,59.261,36.7006,False
0.146557,7.50745,193.304,57.2756,36.6991,False
0.14362,6.8707899999999995,75.9697,58.6821,36.6959,False
0.123356,7.999810000000001,37.8716,56.1975,36.6955,False
0.14944000000000002,6.63408,106.915,59.0979,36.6939,False
0.145966,6.95977,722.211,58.4856,36.692,False
0.147569,6.55768,56.2983,59.1894,36.6915,False
0.14944000000000002,7.649710000000001,451.82199999999995,56.8946,36.6886,False
0.17782,5.5,1000.0,60.143,36.6859,False
0.137266,6.49028,45.4226,59.2971,36.6859,False
0.17782,5.5,100.0,60.1428,36.6859,False
0.14949500000000002,6.234369999999999,285.188,59.4,36.6843,False
0.12863,6.87725,41.146,58.771,36.6835,False
0.149849,7.03441,111.088,58.3209,36.6834,False
0.154579,5.9465699999999995,182.25799999999998,59.628,36.6814,False
0.151946,7.4879,83.678,57.3211,36.6798,False
0.164404,5.8235,364.13300000000004,59.7356,36.6745,False
0.157549,5.95145,825.175,59.6135,36.6727,False
0.155961,6.48038,424.145,59.2086,36.6714,False
0.15479600000000002,6.75668,913.5060000000001,58.886,36.6706,False
0.15482100000000001,6.21818,384.162,59.4012,36.6693,False
0.157947,6.53895,82.4486,59.1632,36.6682,False
0.14998399999999998,6.04053,52.0858,59.5789,36.6671,False
0.171854,5.77564,318.553,59.7783,36.6656,False
0.15682100000000002,7.31263,626.7669999999999,57.7159,36.6622,False
0.15767799999999998,6.17734,748.1080000000001,59.4385,36.661,False
0.167941,5.853330000000001,755.55,59.6857,36.6587,False
0.143286,6.0685199999999995,45.1758,59.6121,36.6535,False
0.166293,5.91867,135.678,59.6233,36.6524,False
0.162546,6.753310000000001,79.7979,58.8734,36.6476,False
0.162518,6.2095400000000005,245.092,59.3891,36.6474,False
0.17211500000000002,5.85796,162.009,59.6676,36.6467,False
0.165168,6.49672,151.512,59.1711,36.6451,False
0.162895,6.801189999999999,317.562,58.7773,36.6439,False
0.165832,6.67179,87.2714,58.9959,36.6435,False
0.16513699999999998,6.06683,710.972,59.4978,36.6435,False
0.16237000000000001,7.28678,740.95,57.762,36.6419,False
0.166492,6.696160000000001,662.2560000000001,58.9584,36.64,False
0.16222899999999998,6.88812,417.12699999999995,58.6085,36.6382,False
0.168442,6.51615,558.7909999999999,59.1469,36.635999999999996,False
0.162866,5.92443,48.7992,59.6644,36.6282,False
0.164499,7.04024,55.3149,58.2916,36.6262,False
0.171951,6.666760000000001,637.474,58.9836,36.6255,False
0.10596300000000002,5.7188300000000005,34.6125,60.2898,36.6247,False
0.149394,6.08461,43.6171,59.5991,36.624,False
0.203248,5.53868,97.5347,60.0082,36.6203,False
0.168463,6.98152,77.0258,58.4006,36.619,False
0.178002,5.9473,258.981,59.5563,36.6171,False
0.173981,6.25117,991.3889999999999,59.3186,36.6139,False
0.17782,6.0,100.0,59.511,36.6134,False
0.17782,6.0,1000.0,59.511,36.6134,False
0.135774,7.824139999999999,34.1751,56.5985,36.6126,False
0.171095,6.9502,984.955,58.4639,36.6092,False
0.17782,6.5,100.0,59.1322,36.608000000000004,False
0.17782,6.5,1000.0,59.1321,36.608000000000004,False
0.173407,6.8596699999999995,362.866,58.6418,36.6068,False
0.172825,7.28521,65.2527,57.7474,36.6041,False
0.173233,7.618239999999999,66.3103,56.9496,36.6024,False
0.173663,7.71651,298.697,56.6912,36.6022,False
0.173664,7.56664,78.0618,57.0834,36.6019,False
0.17816300000000002,6.755089999999999,330.543,58.8307,36.6016,False
0.16792200000000002,7.9965,858.9630000000001,56.0453,36.5995,False
0.181474,6.08957,202.138,59.4366,36.5974,False
0.181001,6.1249400000000005,120.4,59.412,36.5969,False
0.170647,7.990419999999999,785.755,56.0533,36.5905,False
0.184848,6.0563,230.61700000000002,59.4515,36.59,False
0.184391,6.63658,148.627,58.9881,36.5895,False
0.17782,7.0,100.0,58.3444,36.5889,False
0.17782,7.0,1000.0,58.3443,36.5889,False
0.17782,7.5,1000.0,57.2462,36.5887,False
0.17782,7.5,100.0,57.2462,36.5887,False
0.198356,5.64696,48.3085,59.9385,36.5825,False
0.188078,6.65378,768.796,58.9517,36.5781,False
0.182143,7.4400699999999995,565.624,57.381,36.5751,False
0.18246700000000002,7.6390199999999995,284.925,56.8794,36.5708,False
0.221854,5.60021,796.867,59.8789,36.5696,False
0.19046300000000002,6.182519999999999,344.56,59.3379,36.5689,False
0.190581,6.1634199999999995,375.385,59.3538,36.5689,False
0.21884499999999998,5.67255,90.9235,59.7899,36.568000000000005,False
0.18464,7.42409,138.648,57.4123,36.567,False
0.17782,8.0,100.0,56.0164,36.5632,False
0.17782,8.0,1000.0,56.0164,36.5631,False
0.199025,5.92836,923.548,59.5122,36.5624,False
0.18582100000000001,7.312689999999999,463.54900000000004,57.6613,36.5623,False
0.209893,5.694,51.6993,59.8333,36.5611,False
0.193124,6.32699,91.8291,59.2217,36.5608,False
0.22815100000000002,5.5967199999999995,89.7605,59.8677,36.5541,False
0.196044,6.25396,100.95700000000001,59.2536,36.5516,False
0.188835,7.485939999999999,971.007,57.2596,36.5508,False
0.18370699999999998,7.91812,385.805,56.1888,36.5501,False
0.19255899999999998,6.84599,74.07600000000001,58.6275,36.5494,False
0.1971,6.28429,647.487,59.2333,36.5494,False
0.132695,6.48778,34.0548,59.4861,36.549,False
0.19810899999999998,6.39804,172.855,59.1631,36.547,False
0.192874,6.716589999999999,52.2032,58.8701,36.5465,False
0.191604,7.408239999999999,711.758,57.4339,36.5434,False
0.20241800000000001,6.56716,226.66400000000002,59.0032,36.5379,False
0.192198,7.17355,716.798,57.957,36.5363,False
0.12463199999999999,7.43732,29.9208,57.6395,36.5361,False
0.237144,5.53281,456.145,59.9201,36.536,False
0.11955999999999999,7.007619999999999,30.6171,58.6339,36.5341,False
0.136404,7.79765,30.8106,56.6854,36.5335,False
0.174791,7.3827300000000005,38.7602,57.6161,36.5307,False
0.12284,7.7975699999999994,28.9723,56.7121,36.527,False
0.196269,7.48433,846.4939999999999,57.2503,36.5251,False
0.205973,6.40802,540.347,59.1345,36.5247,False
0.20741700000000002,6.10884,282.16700000000003,59.3542,36.5245,False
0.196577,7.259580000000001,581.9069999999999,57.7606,36.5235,False
0.20748899999999998,6.13317,79.395,59.3341,36.5229,False
0.190156,7.15901,47.1335,58.0223,36.5186,False
0.204408,6.81261,91.2526,58.6656,36.5184,False
0.229113,5.78674,967.074,59.6207,36.5176,False
0.161215,7.85323,34.0854,56.5001,36.5117,False
0.203526,7.425339999999999,165.738,57.3727,36.5022,False
0.134323,7.41599,29.9636,57.6871,36.4977,False
0.221061,6.00288,207.429,59.386,36.4962,False
0.23131300000000002,5.86109,199.692,59.5111,36.4932,False
0.19819900000000001,7.9909,328.965,55.9983,36.4879,False
0.22073099999999998,6.1435699999999995,503.855,59.2862,36.4866,False
0.21977600000000003,6.45748,115.789,59.059,36.4862,False
0.21620999999999999,6.794389999999999,504.596,58.6748,36.4856,False
0.20598400000000003,7.71592,237.269,56.6402,36.4855,False
0.219717,6.41087,143.17,59.0951,36.4854,False
0.101423,7.621289999999999,26.2987,57.1883,36.4819,False
0.171182,5.94183,37.4496,59.7787,36.4808,False
0.222615,6.58978,93.5615,58.9165,36.479,False
0.222948,6.3509,604.9019999999999,59.1257,36.4763,False
0.21960500000000002,5.98071,50.5659,59.4399,36.4752,False
0.211871,7.491339999999999,122.22,57.2033,36.4707,False
0.176732,5.85428,37.2511,59.8728,36.469,False
0.226268,6.49873,113.014,58.9999,36.4684,False
0.217421,6.91524,201.24200000000002,58.4496,36.4659,False
0.233462,5.96643,225.745,59.3796,36.4659,False
0.21453000000000003,7.1005,254.729,58.0578,36.4627,False
0.214613,7.13736,147.75,57.9826,36.4612,False
0.21165100000000003,7.783739999999999,71.9658,56.4592,36.4603,False
0.23387199999999997,6.03619,780.91,59.3283,36.4593,False
0.230591,6.62569,264.185,58.8577,36.4556,False
0.176351,7.077560000000001,34.9599,58.33,36.4544,False
0.21954899999999997,6.9599899999999995,84.5565,58.3552,36.4525,False
0.164412,6.28141,34.876999999999995,59.5586,36.4521,False
0.22676300000000002,6.766039999999999,57.0382,58.7062,36.4502,False
0.265214,5.69228,506.408,59.651,36.449,False
0.237423,6.04652,456.777,59.31100000000001,36.4488,False
0.273987,5.5528,492.13599999999997,59.7979,36.4447,False
0.219431,7.1944,66.638,57.8575,36.4433,False
0.21692899999999998,7.79667,133.681,56.4155,36.4398,False
0.10829200000000001,7.282719999999999,26.7267,58.0932,36.4376,False
0.224545,7.2943,539.5740000000001,57.6318,36.4311,False
0.221554,7.720689999999999,94.9105,56.6048,36.4281,False
0.249875,5.96439,220.295,59.3353,36.4231,False
0.228906,7.01865,179.525,58.2104,36.4176,False
0.229282,7.16867,89.4069,57.8863,36.4121,False
0.24792399999999998,6.45859,190.488,58.9818,36.4067,False
0.28688400000000003,5.61549,571.226,59.693999999999996,36.4064,False
0.23096999999999998,6.66714,43.9393,58.8742,36.4019,False
0.22368200000000002,7.906460000000001,211.014,56.1384,36.4013,False
0.229357,7.77543,398.69599999999997,56.45,36.3957,False
0.23109699999999997,7.64467,782.298,56.7925,36.3949,False
0.273321,5.83124,65.7586,59.4661,36.3919,False
0.257087,6.30738,615.045,59.0557,36.3809,False
0.178971,7.8597399999999995,31.2706,56.4758,36.3782,False
0.271983,5.94369,600.061,59.2952,36.3684,False
0.24346199999999998,7.319660000000001,561.6,57.5445,36.3659,False
0.200732,7.57718,34.0622,57.1455,36.3658,False
0.267033,6.099530000000001,86.2817,59.1992,36.3642,False
0.280901,5.88954,132.798,59.3583,36.3596,False
0.233931,7.94215,211.386,56.0403,36.3575,False
0.24630100000000002,7.21841,422.024,57.7546,36.3545,False
0.24812399999999998,7.12443,91.9235,57.9445,36.3488,False
0.31624,5.5,1000.0,59.7529,36.3454,False
0.31624,5.5,100.0,59.7529,36.3454,False
0.269669,6.54154,108.361,58.8308,36.3451,False
0.313087,5.6683699999999995,251.266,59.5616,36.3342,False
0.321316,5.51589,467.461,59.7173,36.3325,False
0.307156,5.7588,886.971,59.4706,36.3307,False
0.261732,6.92449,159.096,58.3474,36.3263,False
0.286932,5.97051,215.107,59.2324,36.3262,False
0.15676099999999998,6.21134,30.8949,59.6648,36.319,False
0.168268,6.51997,30.7816,59.4065,36.3175,False
0.256712,7.3573699999999995,841.3969999999999,57.4403,36.3174,False
0.184589,5.96169,33.172,59.7877,36.3111,False
0.253021,7.736339999999999,81.3556,56.5154,36.3108,False
0.282013,6.553610000000001,374.028,58.7846,36.3096,False
0.326835,5.60342,134.536,59.6103,36.3092,False
0.247664,7.92012,77.4634,56.0677,36.3081,False
0.287935,6.34896,218.676,58.9559,36.2948,False
0.270075,6.96174,315.988,58.2602,36.2942,False
0.29644299999999996,6.06364,105.041,59.1377,36.2904,False
0.254906,7.864039999999999,136.417,56.1853,36.2885,False
0.263148,6.4631099999999995,42.0837,59.0409,36.2883,False
0.10958499999999999,7.84722,23.7934,56.6322,36.2856,False
0.25265,7.949560000000001,174.007,55.9893,36.2852,False
0.276906,6.90457,431.04699999999997,58.357,36.2835,False
0.15695499999999998,7.888139999999999,26.7835,56.4826,36.2833,False
0.276145,6.4458,44.5766,58.9814,36.2717,False
0.299979,6.17365,749.065,59.0545,36.2706,False
0.28491700000000003,6.855160000000001,885.485,58.4323,36.27,False
0.26974899999999996,7.5147699999999995,198.334,57.0458,36.2613,False
0.139105,7.425210000000001,25.7379,57.6865,36.2612,False
0.268283,6.43235,40.472,59.0855,36.2538,False
0.303559,6.37369,685.195,58.898999999999994,36.2522,False
0.33469099999999996,5.8076300000000005,261.807,59.3492,36.251,False
0.263493,7.9077399999999995,973.12,56.0708,36.2496,False
0.303523,6.14825,55.8878,59.0832,36.2487,False
0.31624,6.0,100.0,59.1365,36.2464,False
0.31624,6.0,1000.0,59.1361,36.2464,False
0.30482600000000004,6.55814,89.186,58.7214,36.2453,False
0.348208,5.6871,563.711,59.4567,36.2449,False
0.300688,6.77089,201.89,58.5149,36.2405,False
0.133786,5.67849,28.7898,60.3352,36.2357,False
0.30680999999999997,6.0366,50.1285,59.1634,36.2335,False
0.300257,6.31843,48.4467,58.9727,36.2249,False
0.310818,6.681830000000001,646.594,58.6016,36.2204,False
0.31624,6.5,1000.0,58.7568,36.2161,False
0.31624,6.5,100.0,58.7566,36.216,False
0.282991,7.530810000000001,910.898,56.9848,36.2127,False
0.286588,7.34783,423.43800000000005,57.4118,36.2105,False
0.274776,7.89037,594.0409999999999,56.0952,36.2089,False
0.302394,6.8944399999999995,526.942,58.3257,36.2088,False
0.262833,5.50058,35.4359,60.2072,36.2067,False
0.306191,6.40161,46.7751,58.9209,36.201,False
0.32674000000000003,6.3556099999999995,85.3289,58.8462,36.1895,False
0.281746,7.41032,43.4679,57.3399,36.181999999999995,False
0.329303,6.47235,241.11,58.7509,36.1814,False
0.292074,7.53719,58.7741,56.9615,36.1748,False
0.36673,5.7548,56.3588,59.3625,36.1706,False
0.292912,7.7488399999999995,495.63,56.4255,36.1586,False
0.285992,7.11976,40.1368,57.9983,36.1479,False
0.353623,6.03857,70.6916,59.0272,36.1428,False
0.381286,5.7408,58.9116,59.3391,36.1426,False
0.31624,7.0,100.0,58.119,36.1413,False
0.31624,7.0,1000.0,58.1189,36.1413,False
0.349074,6.17855,696.012,58.9324,36.1393,False
0.339943,6.6898,118.77600000000001,58.5285,36.1364,False
0.101349,7.06215,23.2586,58.5795,36.1363,False
0.39545399999999997,5.71356,141.621,59.3151,36.1247,False
0.330753,6.911010000000001,167.21400000000003,58.2479,36.1194,False
0.323417,7.005439999999999,155.505,58.0974,36.117,False
0.307246,7.64818,959.7,56.646,36.113,False
0.389716,5.683730000000001,51.2395,59.4212,36.1088,False
0.29351900000000003,7.058960000000001,38.8634,58.14,36.1083,False
0.317598,7.283180000000001,176.42,57.4977,36.1006,False
0.404912,5.72087,128.534,59.2862,36.1002,False
0.417684,5.563219999999999,274.301,59.4066,36.0989,False
0.307396,7.79719,196.885,56.2769,36.0982,False
0.396476,5.81916,240.93900000000002,59.1998,36.0976,False
0.41498199999999996,5.62059,238.287,59.37,36.0941,False
0.31624,7.5,100.0,57.0004,36.0917,False
0.31624,7.5,1000.0,57.0002,36.0916,False
0.362221,6.486330000000001,288.877,58.6629,36.0888,False
0.365288,6.31936,225.25,58.7739,36.0863,False
0.3796,6.00727,143.442,58.9974,36.0844,False
0.363685,6.53766,660.857,58.6102,36.0805,False
0.335333,7.0157,194.204,58.0564,36.0759,False
0.35525300000000004,6.34629,48.1335,58.8176,36.0723,False
0.183758,7.492489999999999,25.5962,57.4389,36.0719,False
0.37301999999999996,6.34019,395.199,58.7332,36.0646,False
0.321857,7.59818,198.18,56.7436,36.0616,False
0.378362,6.26959,99.2581,58.7981,36.0546,False
0.373807,6.5170699999999995,67.7956,58.61,36.052,False
0.37404899999999996,6.54641,895.388,58.5796,36.0506,False
0.42570600000000003,5.71318,409.375,59.2506,36.0502,False
0.380804,6.26356,167.356,58.7982,36.0487,False
0.318324,7.85192,983.373,56.1248,36.0475,False
0.32562199999999997,7.6194,262.552,56.6829,36.0457,False
0.380201,6.17225,55.1788,58.8881,36.0415,False
0.320288,5.77482,35.7921,59.7141,36.0402,False
0.286567,7.06802,33.7542,58.1887,36.0301,False
0.31624,8.0,100.0,55.7832,36.0295,False
0.31624,8.0,1000.0,55.7832,36.0294,False
0.24033200000000002,6.0035,30.9122,59.6394,36.0236,False
0.389592,6.31158,464.545,58.7298,36.0227,False
0.20502399999999998,6.898569999999999,27.3417,58.7225,36.0225,False
0.42306800000000006,5.88488,359.61800000000005,59.0647,36.0134,False
0.38453200000000004,6.71885,349.811,58.3978,36.0066,False
0.34642,6.81385,40.5207,58.4992,36.0044,False
0.39036,6.63577,939.508,58.4596,35.9976,False
0.32360700000000003,6.9196,36.7986,58.4042,35.996,False
0.154723,5.87699,26.8063,59.9962,35.9954,False
0.331282,7.88811,426.541,56.0178,35.9916,False
0.18933699999999998,5.56905,28.1755,60.3941,35.9914,False
0.41103599999999996,6.12517,146.903,58.8522,35.9839,False
0.351233,7.2586,86.6474,57.4861,35.9815,False
0.434184,5.9076699999999995,632.369,59.0163,35.9783,False
0.408181,6.27579,124.426,58.731,35.9766,False
0.40289899999999995,6.584230000000001,361.73800000000006,58.4829,35.9667,False
0.422703,6.053059999999999,480.20099999999996,58.8789,35.9645,False
0.290927,7.774310000000001,32.1467,56.4944,35.9634,False
0.265318,7.0727,29.8487,58.236000000000004,35.9579,False
0.421908,6.1537,155.309,58.8125,35.9521,False
0.40571,6.700410000000001,139.51,58.3743,35.9463,False
0.486608,5.51699,147.224,59.2692,35.9444,False
0.41336300000000004,6.25744,53.5449,58.7585,35.9433,False
0.335144,7.90146,45.3196,56.0236,35.9422,False
0.392343,6.87631,76.7352,58.1963,35.9404,False
0.36254899999999995,5.98471,37.7655,59.2911,35.9401,False
0.365861,7.17155,97.7198,57.6584,35.9394,False
0.486567,5.55147,290.125,59.2404,35.9382,False
0.354582,7.6218699999999995,413.685,56.6185,35.9373,False
0.378048,7.02526,160.026,57.948,35.9364,False
0.344571,7.9133,110.788,55.9404,35.9346,False
0.3689,7.1366,367.46,57.7348,35.9342,False
0.389411,6.47734,42.1326,58.7378,35.9288,False
0.147503,7.469069999999999,22.3291,57.4998,35.9219,False
0.118191,7.70147,20.8179,56.8674,35.9137,False
0.43101999999999996,6.4192599999999995,69.5937,58.55,35.9016,False
0.414764,6.77227,94.8353,58.2913,35.9012,False
0.479317,5.80466,131.753,59.0373,35.9008,False
0.234569,7.941339999999999,25.8557,56.2066,35.895,False
0.362955,7.75263,338.119,56.2857,35.8895,False
0.363714,7.75443,323.914,56.2805,35.8864,False
0.37017,7.56657,294.95799999999997,56.7216,35.8849,False
0.20309000000000002,7.57562,24.2378,57.1736,35.8838,False
0.432728,6.59036,76.8821,58.4193,35.8813,False
0.354348,7.8328,46.3114,56.1656,35.8812,False
0.428654,6.70447,156.375,58.3252,35.8745,False
0.395468,5.644830000000001,36.4799,59.7077,35.8728,False
0.311945,7.350860000000001,31.5533,57.5251,35.8701,False
0.45437799999999995,6.15454,474.54400000000004,58.762,35.8694,False
0.140323,5.80126,25.1496,60.1343,35.8691,False
0.38398699999999997,7.29028,79.9392,57.3603,35.8609,False
0.456845,6.18924,232.59900000000002,58.7308,35.8591,False
0.10868199999999999,7.96455,19.7995,56.2031,35.8557,False
0.361535,7.9789,256.78,55.7667,35.8556,False
0.37126,7.787210000000001,183.08900000000003,56.1939,35.8521,False
0.440906,6.67214,533.165,58.3284,35.8435,False
0.505061,5.82867,470.95099999999996,58.9577,35.8314,False
0.377922,7.7767800000000005,346.655,56.206,35.8279,False
0.48930100000000004,5.95418,224.678,58.848,35.8268,False
0.47951099999999997,6.03518,206.405,58.7765,35.8266,False
0.45683100000000004,6.49814,352.13300000000004,58.4484,35.8236,False
0.5196770000000001,5.72476,320.98,59.0448,35.8222,False
0.52573,5.58053,55.857,59.1643,35.8174,False
0.439754,6.8171,65.8861,58.1774,35.8076,False
0.500764,5.94209,74.0403,58.8394,35.802,False
0.507214,5.93475,68.5781,58.8356,35.7877,False
0.244677,6.9332199999999995,26.2243,58.5864,35.7839,False
0.397449,7.604360000000001,193.12599999999998,56.5736,35.7805,False
0.398457,7.59002,698.9069999999999,56.6059,35.7787,False
0.509473,5.93754,60.7488,58.836999999999996,35.7746,False
0.562,5.5,1000.0,59.0873,35.7724,False
0.562,5.5,100.0,59.0874,35.7723,False
0.115292,7.17887,20.6581,58.2053,35.7662,False
0.495909,6.23255,508.37699999999995,58.6298,35.7543,False
0.43300200000000005,7.0520000000000005,298.203,57.7901,35.7525,False
0.49525,6.2603,499.916,58.5978,35.7523,False
0.25038,6.70965,26.1524,58.9612,35.7477,False
0.38991,7.97993,257.85200000000003,55.7195,35.7455,False
0.46931000000000006,6.73861,90.193,58.1996,35.7392,False
0.415736,7.3959,142.101,57.0392,35.7365,False
0.327371,7.996760000000001,30.3589,55.9049,35.7362,False
0.576707,5.52186,199.609,59.033,35.7342,False
0.10859,5.62075,23.3971,60.526,35.7322,True
0.416946,7.379860000000001,64.785,57.0788,35.7316,False
0.421713,7.28269,116.315,57.2972,35.7291,False
0.35425100000000004,6.29939,31.7539,59.0946,35.7282,False
0.42391599999999996,7.30129,97.7678,57.2477,35.7189,False
0.527015,6.00842,72.949,58.705,35.716,False
0.559925,5.8227199999999995,365.173,58.8469,35.7017,False
0.43105,7.07533,44.8037,57.8118,35.6989,False
0.539057,5.97461,297.64099999999996,58.7169,35.6989,False
0.452858,7.0805,650.8340000000001,57.6811,35.6779,False
0.598228,5.55981,150.918,58.9581,35.6759,False
0.504001,6.563789999999999,104.704,58.3041,35.6737,False
0.476379,6.8919,193.093,57.9858,35.6718,False
0.512897,6.41711,312.295,58.4046,35.6707,False
0.45793199999999995,7.0999,605.486,57.6255,35.6541,False
0.443481,7.2831399999999995,70.0728,57.2496,35.6514,False
0.464711,7.09075,195.858,57.6287,35.6359,False
0.562,6.0,100.0,58.6482,35.634,False
0.562,6.0,1000.0,58.6484,35.634,False
0.102528,7.03908,19.8201,58.4517,35.6329,False
0.495062,6.831169999999999,97.1003,58.0374,35.6327,False
0.44221499999999997,7.4882800000000005,402.101,56.7521,35.632,False
0.433821,7.70562,529.136,56.2728,35.6264,False
0.520752,6.54699,529.318,58.2813,35.6263,False
0.5622689999999999,6.06269,104.307,58.6104,35.614000000000004,False
0.6146560000000001,5.67195,332.899,58.8589,35.611,False
0.4579,7.347739999999999,81.1641,57.0635,35.5945,False
0.620521,5.71405,80.3721,58.8186,35.5857,False
0.550376,6.34996,663.074,58.4477,35.5819,False
0.134182,6.92818,20.683000000000003,58.6635,35.5771,False
0.5375270000000001,6.55737,102.89,58.2263,35.5742,False
0.485605,6.87719,43.2225,58.0828,35.5737,False
0.623167,5.75327,255.86,58.7843,35.5694,False
0.463577,7.48332,236.325,56.7198,35.5539,False
0.468868,7.43093,457.585,56.8379,35.544000000000004,False
0.64884,5.50331,208.021,59.1319,35.5379,False
0.5018060000000001,6.780480000000001,41.9587,58.2077,35.5345,False
0.450247,7.914810000000001,406.04699999999997,55.7953,35.527,False
0.447456,7.98678,153.719,55.6214,35.5249,False
0.45026700000000003,7.924119999999999,200.449,55.7738,35.5248,False
0.6433989999999999,5.74529,259.055,58.7421,35.5235,False
0.342619,6.416180000000001,27.9048,59.0262,35.5222,False
0.46924499999999997,6.8284,36.2795,58.2926,35.5209,False
0.128212,7.48998,19.0712,57.2685,35.5209,False
