,$\gamma^\mathrm{risk}$,$\gamma^\mathrm{trade}$,$\gamma^\mathrm{hold}$,Return,Risk,is_pareto
149,10,8,0.1,19.436,6.38673,False
150,10,8,1,19.855,6.36091,False
151,18,8,10,20.9207,6.34768,True
152,6,11,0.1,13.2283,6.32634,False
153,6,11,1,13.9618,6.30029,False
154,18,9,10,19.2568,6.18736,False
155,10,9,0.1,17.1793,6.15946,False
156,10,9,1,17.5923,6.13633,False
157,6,12,0.1,11.6522,6.11767,False
158,6,12,1,12.4804,6.09106,False
159,32,7,100,12.9059,6.08684,False
160,32,7,1000,12.8827,6.08539,False
161,18,10,10,17.5484,6.07159,False
162,18,7,0.1,19.9953,6.05087,False
163,18,7,1,20.1968,6.03896,True
164,10,10,0.1,14.7532,5.99488,False
165,10,10,1,15.2389,5.97095,False
166,18,11,10,15.7684,5.96241,False
167,18,12,10,14.1469,5.88161,False
168,10,11,0.1,12.5508,5.84585,False
169,10,11,1,13.0874,5.82888,False
170,18,8,0.1,17.9349,5.7901,False
171,18,8,1,18.2019,5.7761,False
172,10,12,0.1,10.9661,5.68346,False
173,32,7,10,19.8321,5.68042,True
174,10,12,1,11.594,5.6607,False
175,32,8,100,11.8144,5.6147,False
176,32,8,1000,11.8031,5.6139,False
177,18,9,0.1,16.008,5.57014,False
178,18,9,1,16.3087,5.55521,False
179,32,8,10,18.1341,5.475,False
180,32,7,0.1,18.2495,5.44206,False
181,32,7,1,18.3798,5.43469,True
182,18,10,0.1,13.8853,5.39988,False
183,18,10,1,14.2067,5.38581,False
184,32,9,10,16.6502,5.28265,False
185,18,11,0.1,11.679,5.26462,False
186,18,11,1,12.0533,5.2505,False
187,32,9,100,10.9777,5.21157,False
188,32,9,1000,10.9722,5.21108,False
189,32,8,0.1,16.3789,5.19901,False
190,32,8,1,16.5351,5.19374,False
191,32,10,10,15.2498,5.13065,False
192,18,12,0.1,10.1119,5.12518,False
193,18,12,1,10.5246,5.1081,False
194,32,9,0.1,14.4332,5.01211,False
195,32,9,1,14.6382,5.00417,False
196,32,11,10,13.5228,4.99122,False
197,56,7,10,17.7163,4.98715,True
198,56,7,0.1,16.6349,4.88095,False
199,56,7,1,16.7293,4.87646,True
200,32,10,100,10.2117,4.87006,False
201,32,10,1000,10.2095,4.86978,False
202,32,10,0.1,12.7735,4.84379,False
203,32,12,10,12.0798,4.83913,False
204,32,10,1,12.9906,4.83387,False
205,56,8,10,15.9237,4.7747,True
206,32,11,0.1,10.768,4.71426,False
207,32,11,1,11.0107,4.7057,False
208,56,8,0.1,14.7879,4.64775,False
209,56,8,1,14.884,4.64376,False
210,56,9,10,14.3815,4.59787,False
211,32,11,100,9.46362,4.58372,False
212,32,11,1000,9.46251,4.58357,False
213,32,12,0.1,9.06525,4.58146,False
214,32,12,1,9.32629,4.56974,False
215,56,9,0.1,12.9476,4.4818,False
216,56,9,1,13.0884,4.47605,False
217,56,10,10,13.0786,4.4243,False
218,100,7,10,15.8132,4.37949,True
219,56,10,0.1,11.3193,4.34312,False
220,100,7,0.1,14.971,4.33916,False
221,100,7,1,15.0462,4.33609,True
222,56,10,1,11.477,4.3347,False
223,32,12,100,8.75705,4.33139,False
224,32,12,1000,8.75668,4.33131,False
225,56,11,10,11.7145,4.25551,False
226,56,11,0.1,9.74945,4.2215,False
227,56,11,1,9.90909,4.21413,False
228,100,8,10,14.0567,4.1594,True
229,100,8,0.1,13.264,4.13101,False
230,100,8,1,13.3415,4.12776,False
231,56,12,0.1,8.08475,4.10117,False
232,56,12,1,8.2583,4.08924,False
233,56,7,100,9.20966,4.08069,False
234,56,7,1000,9.16521,4.07789,False
235,56,12,10,10.4868,4.03601,False
236,100,9,0.1,11.4193,3.96834,False
237,100,9,1,11.5088,3.96298,False
238,100,9,10,12.3859,3.95821,False
239,178,7,0.1,13.3046,3.85761,False
240,100,10,0.1,9.79939,3.85644,False
241,178,7,1,13.3646,3.85444,False
242,100,10,1,9.90302,3.84931,False
243,178,7,10,14.0181,3.81557,True
244,56,8,100,8.45778,3.76274,False
245,56,8,1000,8.43799,3.7612,False
246,100,10,10,11.1374,3.74848,False
247,100,11,0.1,8.41012,3.74623,False
248,100,11,1,8.50879,3.73751,False
249,178,8,0.1,11.6685,3.67051,False
250,178,8,1,11.7276,3.66566,False
251,100,12,0.1,6.97564,3.64607,False
252,100,12,1,7.10745,3.637,False
253,178,8,10,12.4056,3.53695,True
254,178,9,0.1,9.83235,3.5199,False
255,178,9,1,9.89613,3.5135,False
256,100,11,10,10.0046,3.50322,False
257,56,9,100,7.76802,3.49274,False
258,56,9,1000,7.7577,3.49188,False
259,316,7,0.1,11.5723,3.41762,False
260,316,7,1,11.6203,3.41126,False
261,178,10,0.1,8.31481,3.40711,False
262,178,10,1,8.37705,3.39727,False
263,178,11,0.1,6.95248,3.30791,False
264,178,11,1,7.04332,3.29157,False
265,56,10,100,7.10799,3.26286,False
266,56,10,1000,7.10309,3.2624,False
267,316,8,0.1,9.94206,3.25846,False
268,316,8,1,10.0052,3.24663,False
269,178,9,10,10.8339,3.24473,False
270,178,12,0.1,5.77163,3.2198,False
271,100,12,10,8.99299,3.20642,False
272,178,12,1,5.8846,3.20104,False
273,316,9,0.1,8.382,3.1021,False
274,316,9,1,8.4929,3.07449,False
275,316,7,10,12.1151,3.06839,True
276,56,11,100,6.61934,3.05927,False
277,56,11,1000,6.61708,3.059,False
278,178,10,10,9.55509,2.96033,False
279,316,10,0.1,6.99812,2.9574,False
280,316,10,1,7.13799,2.91713,False
281,56,12,100,6.20015,2.88361,False
282,56,12,1000,6.19945,2.88347,False
283,562,7,0.1,9.90438,2.87778,False
284,562,7,1,9.96959,2.82405,False
285,316,11,0.1,5.84089,2.8162,False
286,316,11,1,5.99634,2.75842,False
287,316,8,10,10.7329,2.72821,True
288,178,11,10,8.45494,2.68088,False
289,316,12,0.1,4.87974,2.67546,False
290,562,8,0.1,8.59426,2.6384,False
291,100,7,100,6.37706,2.63319,False
292,100,7,1000,6.30327,2.62818,False
293,316,12,1,5.0423,2.60306,False
294,562,8,1,8.68086,2.57312,False
295,100,8,100,5.85039,2.44595,False
296,100,8,1000,5.81462,2.44322,False
297,178,12,10,7.47238,2.43111,False
298,316,9,10,9.41948,2.42414,False
299,562,9,0.1,7.35996,2.41496,False
300,562,9,1,7.47443,2.34466,False
301,100,9,100,5.37068,2.27927,False
302,100,9,1000,5.35521,2.27778,False
303,562,10,0.1,6.26721,2.21358,False
304,562,7,10,10.1184,2.2038,True
305,316,10,10,8.19734,2.17097,False
306,562,10,1,6.40019,2.14139,False
307,100,10,100,4.94413,2.12666,False
308,100,10,1000,4.93713,2.12592,False
309,562,11,0.1,5.31969,2.04013,False
310,100,11,100,4.55767,1.99244,False
311,100,11,1000,4.55546,1.99208,False
312,1000,7,0.1,8.43788,1.99125,False
313,562,11,1,5.44917,1.9688,False
314,316,11,10,7.14363,1.96459,False
315,562,8,10,9.02703,1.95334,True
316,1000,7,1,8.45161,1.94249,True
317,562,12,0.1,4.50597,1.89255,False
318,100,12,100,4.20107,1.876,False
319,100,12,1000,4.20162,1.87586,False
320,562,12,1,4.61927,1.82228,False
321,1000,8,0.1,7.46851,1.80954,False
322,316,12,10,6.25063,1.78913,False
323,1000,8,1,7.49036,1.76204,False
324,562,9,10,7.95009,1.74636,False
325,178,7,100,4.35235,1.66775,False
326,178,7,1000,4.24488,1.66023,False
327,1000,9,0.1,6.50062,1.65275,False
328,1000,9,1,6.54386,1.60756,False
329,562,10,10,6.951,1.57273,False
330,178,8,100,3.98671,1.55973,False
331,178,8,1000,3.93254,1.55575,False
332,1000,7,10,8.10152,1.52944,True
333,1000,10,0.1,5.59376,1.51603,False
334,1000,10,1,5.64655,1.47328,False
335,178,9,100,3.67459,1.46218,False
336,178,9,1000,3.64683,1.45983,False
337,562,11,10,6.07455,1.42234,False
338,1000,11,0.1,4.78068,1.39669,False
339,178,10,100,3.38019,1.37358,False
340,178,10,1000,3.36991,1.37216,False
341,1000,8,10,7.29641,1.36684,True
342,1000,11,1,4.84492,1.35469,False
343,1000,12,0.1,4.07136,1.29335,False
344,178,11,100,3.10843,1.29193,False
345,562,12,10,5.27644,1.29168,False
346,178,11,1000,3.1075,1.2911,False
347,1000,12,1,4.13815,1.25243,False
348,1000,9,10,6.46943,1.23039,True
349,178,12,100,2.86636,1.2153,False
350,178,12,1000,2.87044,1.21481,False
351,1000,10,10,5.70516,1.1133,True
352,316,7,100,2.95236,1.04606,False
353,316,7,1000,2.81386,1.03594,False
354,1000,11,10,4.98381,1.01254,True
355,316,8,100,2.67621,0.980267,False
356,316,8,1000,2.60148,0.97436,False
357,1000,12,10,4.35838,0.925378,True
358,316,9,100,2.45725,0.924101,True
359,316,9,1000,2.42041,0.92048,True
360,316,10,100,2.26695,0.873274,True
361,316,10,1000,2.24992,0.870687,True
362,316,11,100,2.09962,0.826176,True
363,316,11,1000,2.09544,0.824135,True
364,316,12,100,1.93397,0.782057,False
365,316,12,1000,1.93903,0.780318,False
366,562,7,100,1.99297,0.65501,True
367,562,7,1000,1.83981,0.642156,True
368,562,8,100,1.79388,0.612739,True
369,562,8,1000,1.70375,0.604881,True
370,562,9,100,1.6282,0.577095,True
371,562,9,1000,1.57875,0.571847,True
372,562,10,100,1.49285,0.547529,True
373,562,10,1000,1.46809,0.543542,True
374,562,11,100,1.37703,0.520531,True
375,562,11,1000,1.36882,0.517002,True
376,562,12,100,1.27658,0.495744,False
377,562,12,1000,1.27866,0.492296,False
378,1000,7,100,1.32693,0.409209,True
379,1000,7,1000,1.17486,0.395235,False
380,1000,8,100,1.19148,0.383416,True
381,1000,8,1000,1.09543,0.374077,True
382,1000,9,100,1.07887,0.361376,True
383,1000,9,1000,1.02057,0.354689,True
384,1000,10,100,0.981965,0.342282,True
385,1000,10,1000,0.949232,0.336921,True
386,1000,11,100,0.89684,0.326302,True
387,1000,11,1000,0.881516,0.321431,True
388,1000,12,100,0.826049,0.31228,True
389,1000,12,1000,0.823073,0.307425,True
