,$\gamma^\mathrm{risk}$,$\gamma^\mathrm{trade}$,$\gamma^\mathrm{hold}$,Return,Risk,is_pareto
80,3,9,1,14.1315,12.7841,False
81,3,11,10,19.9354,12.775,False
82,2,10,1,10.4632,12.7416,False
83,6,7,0.1,21.7721,12.486,False
84,2,11,1,8.46083,12.4544,False
85,2,11,0.1,6.88229,12.4115,False
86,3,10,0.1,9.39975,12.3701,False
87,6,9,100,15.5428,12.2897,False
88,6,9,1000,15.5428,12.2897,False
89,6,7,1,22.0921,12.2359,False
90,3,10,1,10.5036,12.2203,False
91,6,7,10,24.1044,12.0558,True
92,3,11,1,7.90732,12.0228,False
93,6,8,0.1,15.8383,12.0222,False
94,2,12,0.1,5.79596,11.9969,False
95,2,12,1,7.33301,11.9339,False
96,3,11,0.1,7.19507,11.9139,False
97,3,12,10,17.5013,11.8948,False
98,6,8,1,16.2458,11.7736,False
99,6,9,0.1,12.1703,11.5235,False
100,6,9,1,12.8175,11.3687,False
101,3,12,0.1,5.95276,11.3063,False
102,6,10,100,14.0707,11.192,False
103,6,10,1000,14.0707,11.192,False
104,6,10,0.1,9.64576,11.1588,False
105,6,8,10,21.8158,11.1292,True
106,10,7,0.1,16.9186,11.1196,False
107,3,12,1,7.56261,11.0934,False
108,6,10,1,10.0112,11.0454,False
109,10,7,1,16.9435,10.967,False
110,6,11,0.1,7.28761,10.7031,False
111,10,8,0.1,13.2787,10.6881,False
112,10,8,1,13.8336,10.54,False
113,6,11,1,8.08783,10.4659,False
114,10,7,100,13.9585,10.2714,False
115,10,7,1000,13.9588,10.2713,False
116,10,7,10,17.8445,10.2621,False
117,6,11,100,12.6847,10.2571,False
118,6,11,1000,12.6847,10.2571,False
119,10,9,0.1,10.5133,10.2243,False
120,6,9,10,18.8897,10.052,True
121,10,9,1,11.2186,10.0408,False
122,18,7,0.1,12.5108,10.0072,False
123,18,7,1,12.6179,9.92044,False
124,6,12,0.1,6.86316,9.88581,False
125,10,10,0.1,8.46416,9.88221,False
126,10,10,1,9.06132,9.72177,False
127,6,12,1,8.25183,9.56193,False
128,18,8,0.1,10.6853,9.45302,False
129,6,12,1000,11.2941,9.45176,False
130,6,12,100,11.2941,9.45176,False
131,10,8,100,12.4047,9.38507,False
132,10,8,1000,12.4049,9.38506,False
133,18,8,1,11.1357,9.32403,False
134,10,11,0.1,7.50377,9.26093,False
135,6,10,10,16.8483,9.23935,True
136,10,11,1,8.60272,8.94255,False
137,32,7,0.1,10.4426,8.94207,False
138,18,9,0.1,8.55991,8.90008,False
139,10,8,10,16.6803,8.82341,True
140,32,7,1,10.2921,8.78873,False
141,18,9,1,9.07145,8.73863,False
142,10,9,100,11.5224,8.68858,False
143,10,9,1000,11.5225,8.68858,False
144,10,12,0.1,7.26296,8.58355,False
145,6,11,10,14.6873,8.56679,False
146,10,12,1,8.09795,8.26963,False
147,18,7,10,12.7422,8.23557,False
148,18,10,0.1,7.25005,8.19965,False
149,32,8,0.1,8.49032,8.16942,False
150,10,10,100,10.5,8.08726,False
151,10,10,1000,10.5,8.08726,False
152,6,12,10,13.0577,8.01951,False
153,32,8,1,8.47811,7.89586,False
154,18,10,1,8.02063,7.88715,False
155,10,9,10,14.8216,7.76266,True
156,10,11,100,9.51351,7.52251,False
157,10,11,1000,9.51353,7.52251,False
158,18,11,0.1,6.49016,7.49443,False
159,32,9,0.1,6.86926,7.28768,False
160,18,11,1,6.88844,7.17713,False
161,56,7,0.1,6.42729,7.02069,False
162,10,12,100,8.84709,7.01987,False
163,10,12,1000,8.84709,7.01987,False
164,32,9,1,7.04034,7.01233,False
165,10,10,10,13.1629,6.91229,True
166,18,12,0.1,5.78153,6.88759,False
167,18,8,10,11.1987,6.86666,False
168,18,7,100,10.6399,6.80294,False
169,18,7,1000,10.6403,6.80284,False
170,56,7,1,6.2148,6.7749,False
171,32,10,0.1,5.3993,6.58345,False
172,18,12,1,6.04969,6.54442,False
173,32,7,10,9.09108,6.3845,False
174,10,11,10,11.7614,6.31882,True
175,32,10,1,5.82768,6.31625,False
176,56,8,0.1,6.12422,6.23625,False
177,18,8,100,9.09922,6.17389,False
178,18,8,1000,9.09945,6.17387,False
179,56,8,1,5.95292,5.9746,False
180,32,11,0.1,4.69185,5.96517,False
181,10,12,10,10.3868,5.9037,True
182,18,9,10,10.2433,5.87717,True
183,18,9,100,8.07187,5.67199,False
184,18,9,1000,8.07197,5.67198,False
185,32,11,1,5.10912,5.6208,False
186,56,9,0.1,5.46757,5.55516,False
187,32,8,10,8.30857,5.34823,False
188,32,12,0.1,4.16149,5.30492,False
189,18,10,100,7.35936,5.30112,False
190,18,10,1000,7.35942,5.30112,False
191,56,9,1,5.40933,5.29295,False
192,18,10,10,9.60244,5.12507,True
193,18,11,100,6.81656,5.03072,False
194,18,11,1000,6.81658,5.03072,False
195,32,12,1,4.59152,4.99752,False
196,56,10,0.1,4.67866,4.96436,False
197,100,7,0.1,3.91644,4.82532,False
198,18,12,100,6.28076,4.80132,False
199,18,12,1000,6.28076,4.80132,False
200,56,7,10,6.29832,4.74761,False
201,56,10,1,4.75488,4.71338,False
202,100,7,1,3.9094,4.65507,False
203,18,11,10,8.77844,4.60029,True
204,32,9,10,7.36128,4.54466,False
205,32,7,100,7.86791,4.48781,False
206,32,7,1000,7.86811,4.48761,False
207,56,11,0.1,3.93129,4.45249,False
208,100,8,0.1,4.16655,4.31002,False
209,56,11,1,4.0981,4.21479,False
210,18,12,10,7.94187,4.2013,True
211,100,8,1,4.10362,4.14282,False
212,32,8,100,6.94788,4.11349,False
213,32,8,1000,6.94819,4.11344,True
214,56,8,10,5.96385,4.08038,False
215,56,12,0.1,3.32708,4.00153,False
216,32,10,10,6.71019,3.91166,True
217,100,9,0.1,4.08176,3.87119,False
218,32,9,100,6.04926,3.79025,False
219,32,9,1000,6.04947,3.79024,False
220,56,12,1,3.52872,3.78144,False
221,100,9,1,3.98273,3.70849,False
222,32,10,100,5.4195,3.50761,False
223,32,10,1000,5.41957,3.50761,False
224,100,10,0.1,3.78189,3.49449,False
225,56,9,10,5.5574,3.49135,False
226,32,11,10,6.15849,3.45901,True
227,100,10,1,3.70217,3.33807,False
228,100,7,10,4.19933,3.33136,False
229,32,11,100,4.92602,3.28717,False
230,32,11,1000,4.92606,3.28717,False
231,178,7,0.1,2.33794,3.20981,False
232,100,11,0.1,3.36034,3.16775,False
233,32,12,1000,4.54381,3.14122,False
234,32,12,100,4.5438,3.14122,False
235,178,7,1,2.38673,3.11119,False
236,32,12,10,5.76922,3.10708,True
237,56,10,10,4.98689,3.02539,False
238,100,11,1,3.33422,3.01824,False
239,56,7,100,5.59301,2.92828,True
240,56,7,1000,5.5922,2.92795,True
241,100,8,10,4.12354,2.91871,False
242,178,8,0.1,2.63824,2.88886,False
243,100,12,0.1,2.88897,2.88246,False
244,178,8,1,2.64436,2.78918,False
245,100,12,1,2.92178,2.73916,False
246,56,8,100,5.0151,2.71462,False
247,56,8,1000,5.01517,2.71452,True
248,56,11,10,4.50673,2.65132,False
249,178,9,0.1,2.72821,2.61937,False
250,100,9,10,3.89465,2.56221,False
251,56,9,100,4.5556,2.53153,False
252,56,9,1000,4.55578,2.53151,True
253,178,9,1,2.68811,2.5232,False
254,178,10,0.1,2.68147,2.38677,False
255,56,10,100,4.07436,2.36164,False
256,56,10,1000,4.0745,2.36163,False
257,56,12,10,4.14178,2.3531,True
258,178,10,1,2.63625,2.29159,False
259,178,7,10,2.77108,2.27099,False
260,100,10,10,3.65752,2.25332,False
261,56,11,100,3.64535,2.21416,False
262,56,11,1000,3.64541,2.21416,False
263,178,11,0.1,2.53506,2.1828,False
264,316,7,0.1,1.40719,2.11186,False
265,178,11,1,2.48728,2.08961,False
266,56,12,100,3.37069,2.08784,False
267,56,12,1000,3.37072,2.08784,False
268,316,7,1,1.46797,2.04995,False
269,178,8,10,2.79519,2.01219,False
270,178,12,0.1,2.32229,2.00393,False
271,100,11,10,3.30096,1.986,False
272,178,12,1,2.2809,1.91465,False
273,316,8,0.1,1.62043,1.90682,False
274,100,7,100,3.67179,1.85542,True
275,100,7,1000,3.67007,1.85499,True
276,316,8,1,1.65481,1.85002,False
277,178,9,10,2.69943,1.7946,False
278,100,12,10,2.95654,1.76908,False
279,316,9,0.1,1.74649,1.7347,False
280,100,8,100,3.4963,1.73281,True
281,100,8,1000,3.49578,1.73263,True
282,316,9,1,1.76055,1.67971,False
283,100,9,100,3.21964,1.6231,False
284,100,9,1000,3.21972,1.62304,True
285,178,10,10,2.55104,1.60155,False
286,316,10,0.1,1.77662,1.58883,False
287,316,10,1,1.77227,1.53314,False
288,100,10,100,2.93464,1.53041,False
289,100,10,1000,2.9348,1.5304,True
290,316,7,10,1.9274,1.51514,False
291,316,11,0.1,1.74033,1.46374,False
292,100,11,100,2.70694,1.45085,False
293,100,11,1000,2.70703,1.45084,True
294,178,11,10,2.36754,1.43566,False
295,316,11,1,1.71464,1.40992,False
296,100,12,100,2.48017,1.37555,False
297,100,12,1000,2.48022,1.37555,True
298,562,7,0.1,0.910509,1.37221,False
299,316,8,10,1.83561,1.35665,False
300,316,12,0.1,1.66117,1.35354,False
301,562,7,1,0.962494,1.33325,False
302,316,12,1,1.6317,1.2993,False
303,178,12,10,2.1814,1.29624,False
304,562,8,0.1,0.992423,1.24463,False
305,316,9,10,1.82295,1.22204,False
306,562,8,1,1.02488,1.20862,False
307,178,7,100,2.29115,1.14114,True
308,178,7,1000,2.29006,1.14067,True
309,562,9,0.1,1.07818,1.13591,False
310,562,9,1,1.10001,1.10267,False
311,316,10,10,1.7421,1.10243,False
312,178,8,100,2.21517,1.08585,True
313,178,8,1000,2.214,1.08561,True
314,562,10,0.1,1.1339,1.04235,False
315,178,9,100,2.14846,1.03102,True
316,178,9,1000,2.14816,1.03091,True
317,562,10,1,1.14468,1.01137,False
318,316,11,10,1.64838,0.999014,False
319,562,7,10,1.38232,0.996285,False
320,178,10,100,2.03075,0.977248,False
321,178,10,1000,2.03079,0.977214,True
322,562,11,0.1,1.14618,0.961202,False
323,178,11,100,1.90789,0.930066,False
324,178,11,1000,1.90801,0.930057,True
325,562,11,1,1.15295,0.929469,False
326,316,12,10,1.54651,0.906777,False
327,562,8,10,1.29575,0.896859,False
328,562,12,0.1,1.12107,0.891881,False
329,178,12,100,1.76629,0.888583,False
330,178,12,1000,1.76635,0.888581,True
331,1000,7,0.1,0.663901,0.876033,False
332,562,12,1,1.11679,0.86048,False
333,1000,7,1,0.704913,0.852369,False
334,562,9,10,1.20826,0.81311,False
335,1000,8,0.1,0.64654,0.801213,False
336,1000,8,1,0.678805,0.778579,False
337,562,10,10,1.14518,0.74078,False
338,1000,9,0.1,0.665042,0.735472,False
339,1000,9,1,0.686528,0.71457,False
340,316,7,100,1.43497,0.689012,True
341,316,7,1000,1.43435,0.688508,True
342,1000,10,0.1,0.696342,0.677421,False
343,562,11,10,1.1309,0.67611,False
344,316,8,100,1.37472,0.66036,True
345,316,8,1000,1.37376,0.660085,True
346,1000,10,1,0.708883,0.657733,False
347,1000,7,10,0.972686,0.645211,False
348,316,9,100,1.32566,0.635195,True
349,316,9,1000,1.32491,0.635031,True
350,1000,11,0.1,0.719474,0.626025,False
351,562,12,10,1.06039,0.616837,False
352,316,10,100,1.29007,0.610852,True
353,316,10,1000,1.28984,0.610769,True
354,1000,11,1,0.728003,0.607332,False
355,316,11,100,1.25083,0.586265,False
356,316,11,1000,1.2509,0.586237,True
357,1000,8,10,0.899391,0.583564,False
358,1000,12,0.1,0.72226,0.580006,False
359,316,12,100,1.20096,0.563434,False
360,316,12,1000,1.20104,0.563428,True
361,1000,12,1,0.727044,0.561971,False
362,1000,9,10,0.842075,0.531704,False
363,1000,10,10,0.782409,0.486139,False
364,1000,11,10,0.728589,0.447409,False
365,1000,12,10,0.701651,0.411424,False
366,562,7,100,0.872214,0.409161,False
367,562,7,1000,0.872506,0.408642,True
368,562,8,100,0.84658,0.393478,True
369,562,8,1000,0.845887,0.393176,True
370,562,9,100,0.812766,0.37994,True
371,562,9,1000,0.812051,0.379767,True
372,562,10,100,0.783145,0.367569,True
373,562,10,1000,0.782709,0.367463,True
374,562,11,100,0.761309,0.355648,True
375,562,11,1000,0.761138,0.355597,True
376,562,12,100,0.746694,0.344663,False
377,562,12,1000,0.746723,0.344639,True
378,1000,7,100,0.513296,0.240889,False
379,1000,7,1000,0.513747,0.240494,True
380,1000,8,100,0.500449,0.230576,True
381,1000,8,1000,0.499869,0.230347,True
382,1000,9,100,0.485958,0.22264,True
383,1000,9,1000,0.48537,0.222453,True
384,1000,10,100,0.469817,0.216175,True
385,1000,10,1000,0.469309,0.216059,True
386,1000,11,100,0.452586,0.210043,True
387,1000,11,1000,0.452321,0.209975,True
388,1000,12,100,0.440229,0.20409,True
389,1000,12,1000,0.440161,0.204059,True
