,$\gamma^\mathrm{risk}$,$\gamma^\mathrm{trade}$,$\gamma^\mathrm{hold}$,Return,Risk,is_pareto
130,0.1,6.5,0.1,8.53681,15.9015,False
131,0.17782,8,0.1,5.03403,15.7614,False
132,0.17782,5.5,1,16.1732,15.6722,False
133,0.17782,6.5,0.1,8.04301,15.6584,False
134,0.17782,7.5,0.1,4.78168,15.6329,False
135,0.1,5.5,0.1,13.0031,15.6286,False
136,3,7,1000,16.9022,15.6079,False
137,3,7,100,16.9013,15.6079,False
138,0.1,6,0.1,10.3224,15.495,False
139,0.17782,5.5,0.1,12.579,15.4386,False
140,2,7,10,18.6565,15.4345,True
141,0.31624,6,1,13.5969,15.397,False
142,0.31624,7,0.1,5.22814,15.3956,False
143,0.31624,6.5,0.1,7.43233,15.2896,False
144,0.562,6.5,1,9.08719,15.2854,False
145,0.17782,6,0.1,10.2909,15.2452,False
146,0.31624,5.5,0.1,12.1561,15.1791,False
147,0.31624,5.5,1,15.1329,15.14,False
148,0.562,7,1,5.86109,15.0798,False
149,0.31624,7.5,0.1,4.07331,15.0757,False
150,0.31624,8,0.1,3.97709,14.9923,False
151,0.562,7.5,1,5.1876,14.8488,False
152,0.31624,6,0.1,10.2405,14.8452,False
153,0.562,5.5,0.1,11.4195,14.8284,False
154,3,5.5,10,17.8473,14.8226,True
155,0.562,6.5,0.1,7.17409,14.7457,False
156,0.562,7,0.1,4.56176,14.6788,False
157,0.562,6,1,12.8794,14.6436,False
158,2,7.5,10,17.1883,14.6347,False
159,3,7.5,1000,15.7464,14.5653,False
160,3,7.5,100,15.7458,14.5652,False
161,0.562,8,1,5.31366,14.5297,False
162,0.562,5.5,1,13.8266,14.5083,False
163,0.562,6,0.1,10.2165,14.3041,False
164,0.562,7.5,0.1,3.28883,14.292,False
165,1,5.5,0.1,10.2656,14.2701,False
166,1,6.5,1,7.88409,14.1094,False
167,0.562,8,0.1,3.01706,13.9601,False
168,1,6.5,0.1,6.96414,13.953,False
169,2,8,10,15.7764,13.9395,False
170,1,5.5,1,12.2146,13.878,False
171,3,6,10,17.3959,13.8492,True
172,1,7,1,4.5427,13.8225,False
173,1,6,1,12.1999,13.8066,False
174,3,8,1000,14.6702,13.7039,False
175,3,8,100,14.6698,13.7039,False
176,1,6,0.1,10.5023,13.6814,False
177,6,5.5,1000,13.6754,13.6485,False
178,6,5.5,100,13.6721,13.6483,False
179,1,7,0.1,3.698,13.6366,False
180,1,7.5,1,3.78143,13.4117,False
181,2,5.5,0.1,10.3278,13.3945,False
182,1,7.5,0.1,3.07436,13.2086,False
183,2,5.5,1,11.0938,13.0402,False
184,3,6.5,10,17.2294,13.0226,True
185,1,8,1,4.21592,12.9272,False
186,2,6,0.1,9.76807,12.8471,False
187,2,6,1,10.4421,12.804,False
188,1,8,0.1,1.99903,12.7776,False
189,3,5.5,0.1,9.66274,12.7438,False
190,2,6.5,0.1,5.95918,12.6845,False
191,6,6,1000,13.0764,12.5971,False
192,6,6,100,13.0742,12.597,False
193,2,6.5,1,6.35376,12.5569,False
194,3,5.5,1,10.2313,12.5031,False
195,3,6,0.1,8.50714,12.3084,False
196,3,6,1,8.82844,12.265,False
197,3,7,10,15.5441,12.1845,True
198,2,7,0.1,3.64706,12.135,False
199,2,7,1,3.61932,12.1295,False
200,3,6.5,0.1,5.38786,11.9321,False
201,3,6.5,1,5.45464,11.8121,False
202,2,7.5,0.1,2.81113,11.7691,False
203,2,7.5,1,2.7891,11.7431,False
204,6,6.5,1000,12.3649,11.6552,False
205,6,6.5,100,12.3633,11.6551,False
206,3,7.5,10,14.3526,11.6143,True
207,6,5.5,0.1,6.6443,11.4977,False
208,6,5.5,1,7.00541,11.3513,False
209,3,7,0.1,3.25258,11.3064,False
210,2,8,0.1,1.51481,11.2634,False
211,3,7,1,3.64686,11.2034,False
212,3,8,10,13.0848,11.1987,True
213,6,6,0.1,5.07317,11.1844,False
214,2,8,1,3.0793,11.0983,False
215,6,6,1,5.16881,11.0905,False
216,6,7,1000,11.5828,10.8805,True
217,6,7,100,11.5815,10.8805,True
218,3,7.5,0.1,2.7461,10.8674,False
219,6,5.5,10,11.2372,10.7469,False
220,3,7.5,1,2.71733,10.739,False
221,6,6.5,0.1,3.8389,10.6343,False
222,10,5.5,0.1,3.59958,10.596,False
223,10,5.5,1,3.88729,10.499,False
224,6,6.5,1,4.45783,10.4027,False
225,3,8,0.1,2.00491,10.3141,False
226,10,6,0.1,2.35042,10.2861,False
227,6,7.5,1000,10.8694,10.2071,False
228,6,7.5,100,10.8685,10.2071,False
229,3,8,1,3.0615,10.1547,False
230,10,6,1,2.77132,10.0887,False
231,6,7,0.1,3.79979,9.96596,False
232,10,5.5,1000,9.76004,9.90451,False
233,10,5.5,100,9.75414,9.90421,False
234,6,6,10,11.4431,9.79099,True
235,6,7,1,4.2119,9.69051,False
236,6,8,1000,10.2333,9.65531,False
237,6,8,100,10.2326,9.65529,False
238,18,5.5,0.1,1.78022,9.57036,False
239,10,6.5,0.1,2.29129,9.56786,False
240,6,7.5,0.1,3.0079,9.47382,False
241,18,5.5,1,2.02788,9.44142,False
242,10,6.5,1,3.57459,9.32457,False
243,6,7.5,1,4.29424,9.18451,False
244,10,6,1000,9.35064,9.14174,False
245,10,6,100,9.34748,9.14163,False
246,6,6.5,10,11.4353,9.04678,True
247,18,6,0.1,0.838738,8.98539,False
248,10,7,0.1,3.16525,8.93087,False
249,6,8,0.1,3.91697,8.89907,False
250,18,6,1,1.65775,8.75395,False
251,10,7,1,4.08348,8.70284,False
252,10,5.5,10,6.82081,8.68068,False
253,6,8,1,4.96942,8.56847,False
254,10,6.5,1000,8.99396,8.56535,False
255,10,6.5,100,8.99194,8.56531,False
256,6,7,10,11.109,8.40101,True
257,10,7.5,0.1,3.80886,8.37847,False
258,18,6.5,0.1,1.15559,8.33044,False
259,10,7.5,1,5.33882,8.14053,False
260,32,5.5,0.1,1.56372,8.09949,False
261,10,7,1000,8.62705,8.05324,False
262,10,7,100,8.62537,8.05321,False
263,18,6.5,1,2.01236,8.05017,False
264,6,7.5,10,10.4548,7.91063,True
265,10,8,0.1,4.629,7.87213,False
266,32,5.5,1,1.79476,7.82223,False
267,10,6,10,7.36367,7.78633,False
268,18,7,0.1,2.10058,7.71794,False
269,10,7.5,1000,8.13669,7.60815,False
270,10,7.5,100,8.13541,7.60812,False
271,6,8,10,9.71984,7.5689,True
272,10,8,1,5.18133,7.53876,False
273,32,6,0.1,1.05084,7.41554,False
274,18,7,1,2.84232,7.40228,False
275,10,8,1000,7.64102,7.24239,False
276,10,8,100,7.64012,7.24237,False
277,32,6,1,1.28796,7.12548,False
278,18,7.5,0.1,2.79768,7.09264,False
279,18,5.5,10,3.59562,7.06302,False
280,10,6.5,10,7.85394,7.00418,True
281,32,6.5,0.1,0.930035,6.80668,False
282,18,7.5,1,3.27678,6.74862,False
283,18,5.5,1000,7.62298,6.72763,False
284,18,5.5,100,7.61463,6.72705,False
285,18,8,0.1,3.17431,6.48631,False
286,32,6.5,1,1.20944,6.47364,False
287,10,7,10,7.78664,6.42399,True
288,18,6,1000,6.80303,6.29208,False
289,18,6,100,6.79697,6.2918,False
290,18,6,10,4.19011,6.18101,False
291,56,5.5,0.1,1.90541,6.17111,False
292,32,7,0.1,0.986943,6.16688,False
293,18,8,1,3.54641,6.12301,False
294,10,7.5,10,7.77015,5.9669,True
295,56,5.5,1,1.86955,5.93121,False
296,18,6.5,1000,6.3066,5.8843,False
297,18,6.5,100,6.30304,5.88419,False
298,32,7,1,1.29966,5.85939,False
299,10,8,10,7.6445,5.6394,True
300,56,6,0.1,1.64791,5.60935,False
301,32,7.5,0.1,1.1658,5.60685,False
302,32,5.5,10,2.42913,5.56416,False
303,18,7,1000,5.97587,5.54439,False
304,18,7,100,5.97359,5.54436,False
305,18,6.5,10,4.47019,5.48274,False
306,56,6,1,1.66348,5.37797,False
307,32,7.5,1,1.47554,5.3242,False
308,18,7.5,1000,5.68702,5.28579,False
309,18,7.5,100,5.68534,5.28578,False
310,32,8,0.1,1.40324,5.12007,False
311,56,6.5,0.1,1.33747,5.11943,False
312,18,8,1000,5.48283,5.0716,False
313,18,8,100,5.48163,5.0716,False
314,18,7,10,4.66084,4.9249,False
315,32,6,10,2.43613,4.92294,False
316,56,6.5,1,1.43189,4.89939,False
317,32,8,1,1.71444,4.85603,False
318,56,7,0.1,1.06041,4.68809,False
319,18,7.5,10,4.88421,4.50578,False
320,32,5.5,1000,6.42682,4.49445,True
321,32,5.5,100,6.40557,4.49395,True
322,56,7,1,1.18511,4.47698,False
323,32,6.5,10,2.63077,4.3909,False
324,100,5.5,0.1,1.70706,4.38546,False
325,56,7.5,0.1,0.876718,4.30709,False
326,56,5.5,10,2.17704,4.26906,False
327,100,5.5,1,1.71164,4.24218,False
328,32,6,1000,5.66353,4.22452,True
329,32,6,100,5.65092,4.22422,True
330,18,8,10,4.94539,4.18558,False
331,56,7.5,1,1.01328,4.11096,False
332,100,6,0.1,1.71764,4.01932,False
333,32,6.5,1000,5.18969,4.00461,True
334,32,6.5,100,5.18402,4.00435,True
335,56,8,0.1,0.796019,3.97023,False
336,32,7,10,2.86585,3.94065,False
337,100,6,1,1.69401,3.87789,False
338,56,6,10,2.13836,3.82279,False
339,32,7,1000,4.7141,3.79736,False
340,32,7,100,4.71012,3.79725,False
341,56,8,1,0.964406,3.7871,False
342,100,6.5,0.1,1.58144,3.69664,False
343,32,7.5,1000,4.27369,3.61272,False
344,32,7.5,100,4.2712,3.61269,False
345,32,7.5,10,2.93974,3.56551,False
346,100,6.5,1,1.57569,3.55788,False
347,32,8,1000,3.97106,3.47452,False
348,32,8,100,3.96936,3.47451,False
349,56,6.5,10,2.01228,3.44535,False
350,100,7,0.1,1.36976,3.41245,False
351,100,7,1,1.37957,3.27952,False
352,32,8,10,3.01474,3.26001,False
353,100,7.5,0.1,1.14203,3.16103,False
354,100,5.5,10,1.98305,3.13217,False
355,56,7,10,1.8601,3.11481,False
356,56,5.5,1000,4.89692,3.06778,True
357,56,5.5,100,4.86988,3.06728,True
358,100,7.5,1,1.18272,3.0332,False
359,178,5.5,0.1,1.25778,3.02831,False
360,178,5.5,1,1.29592,2.94113,False
361,100,8,0.1,0.931704,2.93853,False
362,56,6,1000,4.62253,2.88012,True
363,56,6,100,4.60453,2.87982,True
364,100,6,10,1.82704,2.83605,False
365,56,7.5,10,1.8951,2.82881,False
366,100,8,1,0.996249,2.81615,False
367,178,6,0.1,1.3788,2.8015,False
368,56,6.5,1000,4.29856,2.71778,True
369,56,6.5,100,4.28592,2.71762,True
370,178,6,1,1.38828,2.71611,False
371,178,6.5,0.1,1.38134,2.59774,False
372,56,8,10,1.97899,2.58833,False
373,100,6.5,10,1.70418,2.57689,False
374,56,7,1000,3.91534,2.5758,True
375,56,7,100,3.90706,2.57569,True
376,178,6.5,1,1.39341,2.5154,False
377,56,7.5,1000,3.58142,2.46418,True
378,56,7.5,100,3.57738,2.46408,True
379,178,7,0.1,1.30858,2.41408,False
380,56,8,1000,3.31863,2.37053,True
381,56,8,100,3.31577,2.37049,False
382,100,7,10,1.61277,2.35291,False
383,178,7,1,1.31282,2.33327,False
384,178,7.5,0.1,1.19215,2.24974,False
385,178,5.5,10,1.66055,2.21797,False
386,178,7.5,1,1.18928,2.17014,False
387,100,7.5,10,1.5244,2.15212,False
388,178,8,0.1,1.04917,2.10283,False
389,100,5.5,100,3.28642,2.04903,False
390,100,5.5,1000,3.31589,2.04893,True
391,316,5.5,0.1,0.8508,2.0407,False
392,178,8,1,1.05734,2.02568,False
393,178,6,10,1.64136,2.02046,False
394,316,5.5,1,0.882588,1.98632,False
395,100,8,10,1.38289,1.98009,False
396,100,6,1000,3.20056,1.92278,True
397,100,6,100,3.17851,1.92276,True
398,316,6,0.1,1.00511,1.89956,False
399,178,6.5,10,1.57297,1.85396,False
400,316,6,1,1.03852,1.84698,False
401,100,6.5,1000,3.0761,1.8139,True
402,100,6.5,100,3.05991,1.81378,True
403,316,6.5,0.1,1.06774,1.77547,False
404,100,7,1000,2.94834,1.72738,True
405,100,7,100,2.93636,1.72729,True
406,316,6.5,1,1.08665,1.72424,False
407,178,7,10,1.39831,1.71039,False
408,316,7,0.1,1.05999,1.66337,False
409,100,7.5,1000,2.80194,1.65124,True
410,100,7.5,100,2.7934,1.65119,True
411,316,7,1,1.07133,1.61402,False
412,178,7.5,10,1.25738,1.58468,False
413,100,8,1000,2.64272,1.58328,True
414,100,8,100,2.63699,1.58326,True
415,316,7.5,0.1,1.01135,1.5605,False
416,316,5.5,10,1.34012,1.54216,False
417,316,7.5,1,1.02136,1.51253,False
418,178,8,10,1.16804,1.46644,False
419,316,8,0.1,0.935551,1.46638,False
420,316,8,1,0.94504,1.41924,False
421,316,6,10,1.34572,1.4125,False
422,562,5.5,0.1,0.560674,1.35744,False
423,178,5.5,100,2.24626,1.33343,False
424,178,5.5,1000,2.27859,1.33299,True
425,562,5.5,1,0.596988,1.32523,False
426,316,6.5,10,1.28522,1.30173,False
427,562,6,0.1,0.681953,1.26229,False
428,178,6,100,2.13911,1.26176,False
429,178,6,1000,2.1638,1.26146,True
430,562,6,1,0.707015,1.23114,False
431,316,7,10,1.23277,1.2036,False
432,178,6.5,100,2.0448,1.19883,False
433,178,6.5,1000,2.06278,1.19855,True
434,562,6.5,0.1,0.762227,1.18181,False
435,562,6.5,1,0.781917,1.15081,False
436,178,7,100,1.97413,1.13926,False
437,178,7,1000,1.98802,1.13912,True
438,316,7.5,10,1.1383,1.11727,False
439,562,7,0.1,0.801141,1.11259,False
440,178,7.5,100,1.90712,1.08596,False
441,178,7.5,1000,1.91797,1.08592,True
442,562,7,1,0.819066,1.08153,False
443,562,5.5,10,0.987504,1.05623,False
444,562,7.5,0.1,0.797742,1.05125,False
445,316,8,10,1.03458,1.04283,False
446,178,8,1000,1.85239,1.04282,True
447,178,8,100,1.84465,1.04279,True
448,562,7.5,1,0.813979,1.02107,False
449,562,8,0.1,0.763451,0.994925,False
450,562,6,10,0.982133,0.972803,False
451,562,8,1,0.769073,0.965121,False
452,1000,5.5,0.1,0.39466,0.899243,False
453,562,6.5,10,0.985724,0.897466,False
454,1000,5.5,1,0.421572,0.880236,False
455,316,5.5,100,1.51411,0.855333,False
456,316,5.5,1000,1.54307,0.854562,True
457,1000,6,0.1,0.459235,0.834994,False
458,562,7,10,0.981526,0.831254,False
459,1000,6,1,0.480611,0.816444,False
460,316,6,100,1.45427,0.812407,False
461,316,6,1000,1.47713,0.811839,True
462,1000,6.5,0.1,0.50833,0.779266,False
463,316,6.5,100,1.38688,0.773671,False
464,562,7.5,10,0.924352,0.773659,False
465,316,6.5,1000,1.40522,0.773292,True
466,1000,6.5,1,0.525781,0.760807,False
467,316,7,100,1.31606,0.73775,False
468,316,7,1000,1.33088,0.737462,True
469,1000,7,0.1,0.54505,0.731616,False
470,562,8,10,0.872949,0.72271,False
471,1000,5.5,10,0.762689,0.714556,False
472,1000,7,1,0.556683,0.713305,False
473,316,7.5,100,1.25504,0.705713,False
474,316,7.5,1000,1.26687,0.705478,True
475,1000,7.5,0.1,0.56875,0.691271,False
476,316,8,100,1.2131,0.677176,False
477,316,8,1000,1.22267,0.676991,True
478,1000,7.5,1,0.579062,0.672866,False
479,1000,6,10,0.732167,0.657118,False
480,1000,8,0.1,0.573195,0.656428,False
481,1000,8,1,0.583273,0.637806,False
482,1000,6.5,10,0.713072,0.607868,False
483,1000,7,10,0.687001,0.56615,False
484,562,5.5,100,0.955604,0.536214,False
485,562,5.5,1000,0.979517,0.535431,True
486,1000,7.5,10,0.66333,0.527597,False
487,562,6,100,0.946923,0.512119,False
488,562,6,1000,0.967393,0.511415,True
489,1000,8,10,0.645763,0.492617,False
490,562,6.5,100,0.923657,0.4898,False
491,562,6.5,1000,0.940579,0.489161,True
492,562,7,100,0.886704,0.469023,False
493,562,7,1000,0.900324,0.468519,True
494,562,7.5,100,0.844178,0.450137,False
495,562,7.5,1000,0.855539,0.449756,True
496,562,8,100,0.805188,0.432507,False
497,562,8,1000,0.814657,0.432214,True
498,1000,5.5,100,0.584437,0.328876,False
499,1000,5.5,1000,0.60328,0.328003,True
500,1000,6,100,0.575391,0.315403,False
501,1000,6,1000,0.591308,0.314689,True
502,1000,6.5,100,0.571005,0.303023,False
503,1000,6.5,1000,0.584737,0.302439,True
504,1000,7,100,0.562117,0.291429,False
505,1000,7,1000,0.574013,0.290869,True
506,1000,7.5,100,0.548819,0.280267,False
507,1000,7.5,1000,0.558994,0.279761,True
508,1000,8,100,0.528143,0.269977,False
509,1000,8,1000,0.536867,0.269538,True
